id,match_id,team,player1,elapsed,elapsed_plus,pos_x,pos_y,subtype
487757,1773,8528,24841,48,,,,distance
487885,1773,10261,30360,55,,,,header
487908,1773,8528,35327,57,,,,distance
488221,1773,10261,30619,74,,,,header
488284,1773,10261,24225,78,,,,header
488310,1773,10261,24225,80,,,,distance
488496,1773,10261,40565,90,1,,,distance
486913,1774,8655,35506,7,,,,header
486991,1774,8655,23916,12,,,,direct_freekick
487132,1774,8472,30988,20,,,,shot
487244,1774,8655,30646,26,,,,header
487327,1774,8655,38711,31,,,,direct_freekick
487347,1774,8472,33418,32,,,,blocked_shot
487540,1774,8472,38802,45,,,,blocked_shot
487698,1774,8655,,47,,,,header
487909,1774,8472,30352,58,,,,direct_freekick
487960,1774,8655,34176,61,,,,blocked_shot
488315,1774,8655,30646,82,,,,shot
488420,1774,8655,30646,88,,,,blocked_shot
488500,1774,8472,17866,90,4,,,blocked_shot
487022,1775,9879,30338,12,,,,blocked_shot
487035,1775,9879,30956,13,,,,distance
487180,1775,9879,30956,22,,,,header
487336,1775,8586,23949,31,,,,shot
487381,1775,8586,30818,34,,,,blocked_shot
487545,1775,8586,30818,44,,,,deflected
487803,1775,9879,24843,54,,,,direct_freekick
487814,1775,8586,23760,55,,,,deflected
487869,1775,8586,31921,58,,,,blocked_shot
487907,1775,9879,24741,60,,,,distance
487928,1775,9879,24020,61,,,,distance
488063,1775,9879,24843,68,,,,direct_freekick
488085,1775,9879,30338,69,,,,blocked_shot
488134,1775,9879,24843,72,,,,direct_freekick
488167,1775,9879,24843,75,,,,distance
488212,1775,9879,24020,77,,,,shot
488263,1775,9879,24020,80,,,,blocked_shot
488449,1775,9879,24843,90,2,,,direct_freekick
486500,1776,8650,37920,12,,,,blocked_shot
486501,1776,8559,23933,14,,,,distance
486515,1776,8650,24635,21,,,,shot
486520,1776,8650,38818,24,,,,blocked_shot
486523,1776,8650,30618,24,,,,distance
486566,1776,8559,34261,47,,,,shot
486571,1776,8559,23933,48,,,,distance
486576,1776,8559,23934,50,,,,blocked_shot
486583,1776,8559,24372,53,,,,header
486606,1776,8650,30618,60,,,,blocked_shot
486607,1776,8650,37920,60,,,,blocked_shot
486661,1776,8559,23934,71,,,,header
486662,1776,8559,23933,71,,,,distance
486678,1776,8559,23784,74,,,,distance
486713,1776,8650,30889,81,,,,distance
486759,1776,8559,23784,90,,,,blocked_shot
486769,1776,8559,23934,90,1,,,blocked_shot
488671,1777,8455,30631,22,,,,shot
488680,1777,8659,27267,27,,,,shot
488691,1777,8455,30679,32,,,,shot
488697,1777,8659,40055,36,,,,distance
488707,1777,8659,40055,43,,,,distance
488721,1777,8455,30679,49,,,,shot
488733,1777,8455,30686,54,,,,deflected
488738,1777,8455,37804,56,,,,deflected
488871,1777,8455,30679,90,1,,,shot
488873,1777,8455,30822,90,1,,,shot
491950,1778,8667,23352,49,,,,shot
492085,1778,8667,26143,62,,,,header
492092,1778,8456,33974,63,,,,blocked_shot
492169,1778,8456,33974,70,,,,blocked_shot
492373,1778,8667,39073,85,,,,deflected
492419,1778,8456,30340,90,1,,,shot
495311,1779,9879,24843,20,,,,blocked_shot
495321,1779,9879,31907,20,,,,volley
495346,1779,8650,37920,21,,,,blocked_shot
495350,1779,8650,24635,22,,,,distance
495459,1779,9879,31907,28,,,,shot
495477,1779,8650,24635,30,,,,shot
495584,1779,9879,24843,35,,,,shot
495757,1779,8650,30853,43,,,,distance
495824,1779,8650,37139,45,2,,,distance
496008,1779,8650,30853,51,,,,shot
496377,1779,8650,37139,70,,,,shot
496395,1779,9879,31907,71,,,,distance
496413,1779,8650,34222,73,,,,distance
499749,1780,8472,24411,3,,,,deflected
499840,1780,8654,36394,13,,,,deflected
499885,1780,8472,30988,18,,,,blocked_shot
499889,1780,8654,34543,18,,,,deflected
499950,1780,8654,33049,23,,,,blocked_shot
500099,1780,8654,34543,37,,,,deflected
500146,1780,8472,24408,41,,,,shot
500183,1780,8654,33049,44,,,,blocked_shot
500341,1780,8472,33418,48,,,,blocked_shot
500753,1780,8654,24747,85,,,,blocked_shot
498731,1781,8655,23916,8,,,,distance
498799,1781,8655,30842,19,,,,shot
498836,1781,8586,23760,28,,,,blocked_shot
498850,1781,8655,19020,31,,,,shot
498920,1781,8586,30895,40,,,,blocked_shot
498969,1781,8655,23916,45,,,,blocked_shot
499132,1781,8655,30646,47,,,,header
499145,1781,8655,38711,48,,,,blocked_shot
499160,1781,8655,30842,50,,,,deflected
499174,1781,8586,40755,52,,,,blocked_shot
499193,1781,8586,24656,54,,,,blocked_shot
499207,1781,8586,23949,55,,,,blocked_shot
499238,1781,8586,24656,58,,,,blocked_shot
499263,1781,8655,49571,61,,,,blocked_shot
499271,1781,8586,38697,61,,,,blocked_shot
499284,1781,8586,24656,65,,,,blocked_shot
499354,1781,8655,19020,76,,,,blocked_shot
499365,1781,8586,46403,77,,,,blocked_shot
499405,1781,8586,30895,82,,,,shot
499504,1781,8655,78507,90,4,,,blocked_shot
497021,1782,10252,23264,6,,,,volley
497105,1782,10260,30893,15,,,,distance
497136,1782,10252,24780,18,,,,distance
497154,1782,10260,30893,22,,,,blocked_shot
497171,1782,10252,23264,29,,,,blocked_shot
497269,1782,10260,30893,44,,,,blocked_shot
497286,1782,10260,38817,45,1,,,distance
497422,1782,10252,38807,48,,,,shot
497431,1782,10252,23354,49,,,,distance
497474,1782,10252,23283,54,,,,blocked_shot
497535,1782,10260,30893,62,,,,blocked_shot
497601,1782,10252,23354,74,,,,shot
495030,1783,8559,23783,2,,,,header
495191,1783,8549,24393,12,,,,shot
495293,1783,8549,24393,19,,,,blocked_shot
495526,1783,8549,33128,32,,,,blocked_shot
495582,1783,8549,30892,35,,,,distance
495766,1783,8559,24372,45,,,,distance
496056,1783,8549,24753,55,,,,blocked_shot
496477,1783,8549,24166,77,,,,blocked_shot
496605,1783,8549,30892,85,,,,blocked_shot
496640,1783,8549,42183,88,,,,shot
496644,1783,8549,24393,88,,,,shot
